ID,set,question,answer,score
197,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","AD CLICKING EVENSTS / # Sessions because you want to see if the advertising rate is higher or not. Attribution Period length should be within that session, as they only want to measure whether the user clicks the advertisement or not to see 1 session.",4.75
198,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree, because each time the user encounters an advertisement, the click will be Bernoulli and when combined, it becomes binomial.",5.0
199,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Binomial Distribution is suitable for the A/B Testing trials because it contains only two results. (Click or not click) and clicking or not. Click the advertisement of one user will not affect other users, making it easy to manage data in the event that there is a large trial.",5.0
200,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree because of using binomial Distribution will allow us to enumerate the selection of many User and only 2 choice is to press or not.,5.0
201,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The use of 50/50 proportions will make the A/B Testing data data faster than the use of 80/20 proportions. The use of 50/50 proportions will be more risky because more than 50% of users have to use features from B Test that may not have passed the thorough examination because it is still in the trial period only. Which may be able to cause some problems or create dissatisfaction with users Therefore, the selection of 80/20 proportions that, despite the slowdown, the testing data is slow, but does not have to accept the risk as much as choosing a 50/50 proportion, so it should be more appropriate.",5.0
202,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 The advantage is that the results are faster. The disadvantage is a higher business risk.
80/20 The disadvantage is that the results are slower. The advantage is that business risks are lower.",4.0
203,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Proportion 50/50
- Advantages: It doesn't take long. Can collect all the information as needed
- Disadvantages: High risk That the new form may have a lot of negative effects on Hamtube
Proportion 80/20
- Advantages: There is a low risk, that is, if the new model may have a problem with Hamtube, it will be less.
- Disadvantages: It takes a long time to collect all the information as needed.

Choose 50/50 proportions because data can be collected faster. Also, if changing the position has a problem The solution to the original style should not be difficult.",5.0
204,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agreed. By Splitting The User for Testing, Hamtaro Can Directly Compare The Results When Changing The Position of Advertisements. This A/B Testing Approach Allows for a Clear Evaluation of the Impact of the Ad Position on User Behavior.",1.0
205,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 The advantage is that the results are very fast, collecting data. Customer disadvantages may not like to lose customers to lose sales.
80/20 The advantage is that the opportunity to lose customers lose sales less if customers do not like. Disadvantages may waste time collecting data for a long time.
I think you should choose 80/20 will be more safe for sales.",5.0
206,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","The scrap is the number of clicks. (Because wanting to measure whether the number of clicks increases or not)
The part is the number of the main page (including the first app) (because every refresh The main page will postpone the top, resulting in advertisements)
The length should not be too long because the person who uses Hamtube does not have the purpose of watching advertisements. On average, Hamtube users will use an average of approximately 1 hour per day (speculating), so should keep every 1 hour.",5.0
207,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Number of clicks on video/number of video views Because the number of clicks is the value that needs to be measured and the view is the part to compare with people to watch all the video. (Same person, watch the same clip Click and open it as a new tab. When coming back to watch, do not think that the advertisement will be repeated)",3.0
208,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree, Controlling External Factors in A/B Testing is Crucial to Ensure The Validity of the Test Results. External Factors Can Induce Variability That Can Skew The Data, Leading to Incorrect Conclusions. For Hamtube, This Means Ensuring That Anyease in Ad Clicks After Moving Ad Positions is Actual Due to the Change in Ad Placement and Not External Influences.",3.0
209,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","The reason for not Using the Binomial Distribution in A/B Testing Lies in the Statistical Characteristics of A/B Testing, What Differ From The Scenario Where Binomial Distribution Might Be Such AS COUNTING THE NUBER of OCurren of OCurren of A specific Event in a preefined Number of Trials. A/B Testing, On The Other Hand, Involves Comparing Two Groups with Different Characteristics, and the Metrics often Revolve Around Continuous Variables, Making Normal Or T-Distribution",0.0
210,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree because it is a test between the new and original advertising positions, which have 2 forms, so it is suitable for A/B Testing.",1.0
211,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Disagree because clicking advertisements can be pressed many times from one user. Should measure the number of clicks than before adjusting or not and is a Normal Distribution,2.0
212,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","The number of ADS shows to the user. The Attribution Period length is used for 1 day to measure that after this ADS shows to the user, within 1 day, the user clicks on Ads or not.",0.0
213,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 The advantage is that it is Fair, but want a large sample size and the other half is at a very bad point, resulting in a waste of income.
80/20 The advantage is that the risk is low and is appropriate to test. However, it takes time to find results.

The more suitable type is 80/20 because there is a lower risk. If the results come out better, then can change the ratio to increase the new position.",5.0
214,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50
Advantages: systematic All groups have been tested equally. The results are accurate.
Disadvantages: Requires a lot of funds and time
80/20
Advantages: may not have to invest much And takes less time
Disadvantages: There is a chance that the results are not accurate due to not equal.

Therefore, Hamtaro should choose 50/50 because Hamtaro just wants to help increase sales. It is not necessary to consider the money that must be invested to increase sales.",1.0
215,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","- Granularity: Ads Clicking / Hits because of each web viewing There may be different ads (or Assume that there is a random advertising every time Refresh).
- Attributtion Period: 10 minutes because most users will see advertisements immediately after clicking on that page. Therefore, the user will immediately decide whether to click to see that advertisement. Which is a short time",3.5
216,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Because the user can be divided into Control, which is the original advertising position and Treatment is to position the new advertisement. And can measure the number of changes in sales to make Statistical Testing to summarize the results",0.5
217,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 The advantages to complete the experiment faster because the samples are complete (complete at the same time, both types). Because users may like the same position more During the trial period, it will lose a lot of income.
80/20 Less risks If the new position is not good, it will not affect a lot of income. The disadvantage takes a long time to get a group of new users who have a new position set up at the beginning.",4.5
218,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 - see results quickly But there is a high risk
80/20 - See the results slower But the risk is less

80/20 should be more suitable Because keeping the user base is more important",5.0
219,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","2.1 User number clicking advertisements/number of USERs watching all videos
2.2 3 hours because sometimes the video that the user clicks see is very long. But most of the time, finding a Dio poet is longer than that is a video that the user uses listening rather than watching, such as a video that combines long music, so there is no need to pay attention.",4.5
220,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","IN TERMS OF GranULarity, IT's Recommended to Assign The Frequency of Ad Displays to EDEQUATIL OF DETAIL DUTIL DUTIL DUTING TESTING. Regarding The Attribution Period, IT's Best to keep IT at Only One Day, Enabling The Measurement of Clicks Within a Short Time Span After The Ad I Shown. This strategy facilitates an accurate and immediate Evaluation of Ad Effectiveness.",0.0
221,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","It is appropriate because using Binomial Distribution will indicate the probability of the number of people who click to see the ADS, allowing us to tell whether this Distribution is actually increasing by using Hypothesis Testing.",2.0
222,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason",Granularity should look at the number that users click on advertisements each week and Attribution Period should have a long time (about 1 month) in order to make the results more accurate.,1.5
223,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because we have a Success Rate with the number of people who watch, which can replace the Distribution of this A/B Testing.",2.0
224,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Disagree because the user may not see the same amount of ADS,1.0
225,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because In seeing 1 time advertisement, the rights, the rights, choose not to click or click the advertisement and advertise can appear many times.",5.0
226,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Using A 50/50 Split for Ad Displays has Scientific Benefits, Enabling Quick and Effics Due to ITS Ability to Gather Extensive Data Rapidly. However, This Method Carries The Risk of Significant Differenzs Between The Original (A) and New (B) Ad Placements, Leading to Leading to Less Accurate and Uncertain Test Results.

In Contrast, the 80/20 Split Offers theoretical Advantages by Reducing Risks Associated with the 50/50 split. Alllocating Fewer Displays to the New Placement (B) Minimizes The Risk IT Dosn'T Perform as well as the Original (A). YET, The Downside Involves a Time Delay As Ithakes Longer to Accumulat for the Smaller Proportion of Ad Displays, Resulting in Slower Result Analysis and Marketing Strategy Adjustments.

Therefore, The 80/20 Split Appears More Fitting for the Retailer's Situation, Aiming To Manage Risks in A/B Testing within a Shorter Duration.",5.0
227,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Proportion 50/50:
Advantages: Help Ham Taro compare the results equally between the two groups. Reduce the risk of unintentional deviation
Disadvantages: There may be a negative impact on the overall user experience if the new advertising position is ineffective.
Proportion 80/20:
Advantages: Helps to reduce the risk that many users will have a bad experience if the change is not effective.
Disadvantages: may reduce the results of the experiment less reliable because the sample group that saw the advertisement in less new positions
Which one is better: for this experiment Selection of 50/50 proportions may be more appropriate to get equal and highly reliable information.",3.0
228,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Disagree because there may be factors other than moving advertising positions that affect users,1.0
229,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50
Advantages: Get information faster
Disadvantages: There is a chance to cause business damage.
80/20
Advantages: The impact on the business is not very high. (In the case of adjusting, the ads has been pressed less)
Disadvantages: Get slow information
Should choose 80/20 to prevent business damage",5.0
230,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity = #ADS_CLICED/ #ADS_SEEN
#Ads_Clted is the number of people who see ADS and click (not counting the same person)
#Ads_SEEN is the number of people who see ADS (not counting the same person).
Because we want to measure sales from the amount that users click on advertising
Attribution Period = 1 day
Because the click on the advertisement occurs in a short period of time Measurement within one day is appropriate.",3.5
231,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be a user that clicks/user that comes in.

Attribution Period for 2-3 days, if too short, will make it difficult to remember advertising. Because the user has focused on the video When it ended But if too long, may cause bad users because they see the same advertisements often and many points until they are not satisfied and not focusing on the content or position in the end.
Additional and think that it is Event-Base due to being an online platform, both releasing advertisements and sales counting It is impossible after the trial completed (advertising in one position is missing) and the user will come back again.",5.0
232,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity according to hours or days To capture variations during the day or week
Attribution Period according to the product characteristics, such as a few days or 1 week for products that decide to buy quickly
And longer for products that require more time to make decisions",0.0
233,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Agree with the use of A/B Testing. It can give me a scheme at the temple as a number. Can see the changes between before and after moving advertising positions Able to control the ecosystem of the experiment (Control variable),1.5
234,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should be used because using A/B Testing will give us the conclusion that What kind of advertising position is more effective?,0.5
235,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Suitable for measuring interaction with users in each use Helps to understand the actions of users when changing advertising positions

Attribution Period depends on the user cycle of Hamtube users, which must be sufficient to measure in the long run.",0.0
236,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The proportion of 50/50. The advantage is that the data can be collected quickly.
The disadvantage is that there is a high risk that the new positions that change may not be as good as before, causing less press.
The proportion of 80/20 advantages are that there are little risks because the new Percent position has changed to show less users. If not good, not much effect
The disadvantage is that it takes longer than the information.
Therefore, the 80/20 proportion is more suitable for this problem because if using 50/50 may affect the platform that has been opened too much, the risk is less.",5.0
237,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","If according to the previous answers, think of Bernoulli instead, but if adapting to the number of people in the sample (N Successies in Independent Bernount Bernount Bernount Bernoulials)",5.0
238,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The proportion of 50/50 has direct advantages and data can be collected faster. But there are disadvantages that if the new position (B) has a small click ads, will lose the click on the advertisement that should be obtained from the original position (A).
The proportion of 80/20 has a disadvantage that storage is slower because only 20% of the proportions must be collected. But there are advantages that if the new position (B) selected has less advertising clicks than before Will not affect the overall amount

Choose 80/20 because of less risks when viewed from the perspective of the Platform to a minimum impact and only 1 day of Attribution Period is a short time. Therefore, collecting data to the desired amount is not a long time.",5.0
239,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Should be used because the A/B Testing makes it possible to show the effect of changing the position of advertising whether to actually increase sales or not.  In addition, the test is something that Simple and not new. It is therefore the reason that A/B Testing is appropriate.",1.0
240,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","A/B Testing is an effective way to test changes or improvements in marketing and advertising. To measure and find out whether it is improved or not to increase the efficiency of the advertising campaign. The use of A/B Testing here is a test of the transfer of advertisements in Hamtube whether it will affect sales or not. In addition to helping to reduce the risk, it also helps to know the results of each change.",2.0
241,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity = User ID number because you want to measure the number of users who enter Hamtube. Once you see AD, click?
Attribution Period = 1 day because after seeing AD, will you click or not? Take a short decision",5.0
242,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","For A/B Testing to test Hamtube advertising positions:
Granularity: Should choose ""User-Level"" or ""SESSION-LEVEL"". ""User-Level"" is suitable for tracking long-term behavior, while ""SESSION-LEVEL"" is suitable for analyzing behavior in each SES.
Attribution Period: The duration of 7-14 days is suitable for measuring the advertising results after the user sees the advertisement. During this period, providing comprehensive information but not too protracted.",0.0
243,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","- The proportion of 50/50 is a proportion that will make the results quickly because it has changed up to 50%, but if there is an error, it will affect more.
- The proportion of 80/20 will see the results slowly, but if there is an error, it will have less impact.
- 80/20 is more suitable",5.0
244,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: Number of clicks on advertisements to the number of Cookies used using cookies due to being more accurate than counting. Hits/Impressions and IMPLEMENT
Attribution Period: 1 day because watching video should not take a long time.",5.0
245,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Should be Granularity Session (the number of timely accessible), helping to understand how the changes in advertising positions affect the actions of each user, with Attribution Period between 1 and 4 weeks, depending on the user's use on the platform. Because it can measure the impact of advertising changes for user behavior for a long time to record changes in behavior And there are cases that some users may not use every day Therefore, having a longer time allows you to record the use of more users.",0.0
246,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be suitable for analysis, such as each user level or each view. It depends on how much the analysis needs. Attribution Period means the time specified as clicking or other interaction. Will be linked to sales Which should be sufficient to the customer's purchase cycle May be days, weeks or months depending on the frequency that users interact with the platform.",5.0
