ID,set,question,answer,score
215,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"- ความละเอียด: โฆษณาคลิก / ฮิตเพราะการเข้าชมเว็บในแต่ละครั้ง (หรือสมมติว่าว่ารีเฟรช)
- ระยะเวลาการระบุ: 10 นาทีดังนั้นผู้ใช้คงจะตัดสินใจทันทีว่าจะคลิกเข้าไปดูโฆษณานั้นเหลือเปล่าซึ่งเป็นช่วงเวลาที่สั้นซึ่งเป็นช่วงเวลาที่สั้น",3.5
216,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,เพราะสามารถแบ่งผู้ใช้ออกเป็นการควบคุมคือวางตำแหน่งโฆษณาแบบเดิมการรักษาคือวางตำแหน่งโฆษณาแบบใหม่การทดสอบทางสถิติเพื่อสรุปผลได้,0.5
217,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่าและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50 ข้อดี (ได้ครบพร้อมๆกันทั้ง 2 แบบ)
80/20 ข้อดีความเสี่ยงน้อยถ้าตำแหน่งแบบใหม่ไม่ดีก็ยังไม่ส่งผลต่อรายได้มากใช้เวลานานกว่าจะได้กลุ่มผู้ใช้ที่ได้ตำแหน่งใหม่ครบตามที่ตั้งไว้ตอนเริ่มทดลอง",4.5
218,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50 - เห็นผลลัพธ์ไวแต่มีความเสี่ยงสูง
80/20 - เห็นผลลัพธ์ช้ากว่าแต่ความเสี่ยงน้อยกว่า

แบบ 80/20 น่าจะเหมาะกว่าเพราะการรักษาฐานผู้ใช้งานเอาไว้สำคัญกว่า",5.0
219,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"2.1 จำนวนผู้ใช้ที่คลิกโฆษณา/จำนวนผู้ใช้ที่ดูวีดีโอทั้งหมด
2.2 3 ชั่วโมงเพราะในบางครั้งวีดีโอที่ผู้ใช้กดดูนั้นมีความยาวมากผู้ใช้ใช้การฟังมากกว่าการดูวีดีโอที่รวมเพลงยาวๆจึงไม่มีความจำเป็นต้องสนใจวีดีโอที่รวมเพลงยาวๆจึงไม่มีความจำเป็นต้องสนใจ",4.5
220,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,ในแง่ของความละเอียดขอแนะนำให้กำหนดความถี่ของการแสดงโฆษณาให้กับผู้ใช้เพื่อให้แน่ใจว่ามีรายละเอียดในระดับที่เพียงพอในระหว่างการทดสอบ เกี่ยวกับระยะเวลาการระบุแหล่งที่มาควรเก็บไว้ในเวลาเพียงหนึ่งวันเพื่อให้สามารถวัดการคลิกภายในระยะเวลาอันสั้นหลังจากแสดงโฆษณา กลยุทธ์นี้อำนวยความสะดวกในการประเมินประสิทธิภาพการโฆษณาที่ถูกต้องและทันที,0.0
221,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,เหมาะสมแล้วเพราะว่าการใช้การกระจายแบบทวินามจะเป็นการบอกถึงความน่าจะเป็นของจำนวนคนที่กดเข้าไปดูโฆษณาทำให้เราสามารถบอกได้ว่าการกระจายนี้เพิ่มยอดขาดได้จริงหรือไม่ด้วยการใช้การทดสอบสมมติฐาน,2.0
222,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,Granularity ควรดูที่จำนวนที่ผู้ใช้คลิกโฆษณาในแต่ละสัปดาห์ระยะเวลาการระบุแหล่งที่มาควรมีระยะเวลานานพอ (ประมาณ 1 เดือน) เพื่อที่จะทำให้ผลสรุปแม่นยำมากขึ้น,1.5
223,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,เห็นด้วยเพราะเราได้อัตราความสำเร็จกับจำนวนคนที่ดูซึ่งสามารถแทนการกระจายของการทำ A/B ทดสอบครั้งนี้ได้,2.0
224,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,ไม่เห็นด้วยผู้ใช้อาจจะไม่ได้เห็นโฆษณาในจำนวนที่เท่ากัน,1.0
225,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,เห็นด้วยเพราะ 1 ครั้งคนดูมี่สิทธิ์เลือกที่จะไม่คลิกหรือคลิกโฆษณาและโฆษณาก็สามารถปรากฏได้หลายครัั้ง,5.0
226,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"การใช้การแยก 50/50 สำหรับการแสดงโฆษณามีประโยชน์ทางวิทยาศาสตร์ทำให้สามารถทดสอบได้อย่างรวดเร็วและมีประสิทธิภาพเนื่องจากความสามารถในการรวบรวมข้อมูลที่กว้างขวางอย่างรวดเร็ว อย่างไรก็ตามวิธีนี้มีความเสี่ยงของความแตกต่างอย่างมีนัยสำคัญระหว่างตำแหน่งโฆษณาดั้งเดิม (a) และใหม่ (b) ซึ่งนำไปสู่ผลการทดสอบที่แม่นยำและไม่แน่นอนน้อยกว่า

ในทางตรงกันข้ามการแยก 80/20 นำเสนอข้อได้เปรียบทางทฤษฎีโดยการลดความเสี่ยงที่เกี่ยวข้องกับการแยก 50/50 การจัดสรรจอแสดงผลให้กับตำแหน่งใหม่น้อยลง (b) ลดความเสี่ยงให้น้อยที่สุดหากไม่ได้ทำงานเช่นเดียวกับต้นฉบับ (A) แต่ข้อเสียนั้นเกี่ยวข้องกับการหน่วงเวลาเนื่องจากใช้เวลานานกว่าในการสะสมข้อมูลสำหรับสัดส่วนที่น้อยลงของการแสดงโฆษณาทำให้การวิเคราะห์ผลลัพธ์ช้าลงและการปรับกลยุทธ์การตลาด

ดังนั้นการแยก 80/20 จึงเหมาะสมกว่าสำหรับสถานการณ์ของผู้ค้าปลีกโดยมีวัตถุประสงค์เพื่อจัดการความเสี่ยงในการทดสอบ A/B ภายในระยะเวลาอันสั้น",5.0
227,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่าและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"สัดส่วน 50/50:
ข้อดี: ช่วยให้แฮมทาโร่เปรียบเทียบผลลัพธ์ได้อย่างเท่าเทียมกันระหว่างสองกลุ่มช่วยให้แฮมทาโร่เปรียบเทียบผลลัพธ์ได้อย่างเท่าเทียมกันระหว่างสองกลุ่ม
ข้อเสีย: อาจมีผลกระทบเชิงลบต่อประสบการณ์ผู้ใช้โดยรวมหากตำแหน่งโฆษณาใหม่ไม่ได้ผล
สัดส่วน 80/20:
ข้อดี: ช่วยลดความเสี่ยงที่ผู้ใช้จำนวนมากจะได้รับประสบการณ์ที่ไม่ดีหากการเปลี่ยนแปลงไม่ได้ผล
ข้อเสีย: อาจทำให้ผลลัพธ์ของการทดลองน้อยน่าเชื่อถือลงเนื่องจากกลุ่มตัวอย่างที่เห็นโฆษณาในตำแหน่งใหม่น้อยกว่า
แบบไหนดีกว่า: สำหรับการทดลองนี้ 50/50 อาจเหมาะสมกว่าเพื่อให้ได้ข้อมูลที่เท่าเทียมและมีความน่าเชื่อถือสูง",3.0
228,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,ไม่เห็นด้วย,1.0
229,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50
ข้อดี: ได้ข้อมูลเร็วกว่า
ข้อเสีย: มีโอกาศที่จะทำให้เกิดความเสียหายทางธุรกิจ
80/20
ข้อดี: ผลกระทบต่อธุรกิจไม่สูงมาก (ในกรณีที่ปรับแล้วโฆษณาโดนกดน้อยลง)
ข้อเสีย: ได้ข้อมูลช้า
ควรเลือก 80/20 เพื่อป้องกันความเสียหายทางธุรกิจ",5.0
230,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"granularity = #ads_clicked/ #ads_seen
#ADS_CLICKED คือโฆษณาแล้วคลิก (ไม่นับซ้ำคนเดิม)
#ads_seen คือโฆษณา (ไม่นับซ้ำคนเดิม)
เพราะ
ระยะเวลาที่มา = 1 วัน
เพราะการคลิกโฆษณาเกิดขึ้นในระยะเวลาสั้นๆ",3.5
231,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity ควรเป็นผู้ใช้ที่คลิก/ผู้ใช้ที่เข้ามาชม

ระยะเวลาการระบุแหล่งที่มาประมาณ 2-3 วันเนื่องจากผู้ใช้เข้ามาแล้วโฟกัสที่วิดีโอเป็นหลักเมื่อจบก็ออกไปแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดแต่หากนานเกินไปอาจเกิดที่ไม่ดีเพราะเห็นโฆษณาอันเดิมบ่อยๆและหลายจุดจนไม่พอใจและไม่ได้โฟกัสเนื้อหาหรือตำแหน่งในที่สุดที่ไม่ดีเพราะเห็นโฆษณาอันเดิมบ่อยๆและหลายจุดจนไม่พอใจและไม่ได้โฟกัสเนื้อหาหรือตำแหน่งในที่สุด
เพิ่มเติม events-base เนื่องจากการเป็นแพลตฟอร์มออนไลน์ทั้งการปล่อยโฆษณาและการนับยอดขาย (โฆษณาตำแหน่งใดตำแหน่งหนึ่งหายไป) แล้วผู้ใช้จะกลับมากดได้อีก",5.0
232,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"ความละเอียดตามชั่วโมงหรือวันเพื่อจับความแปรปรวนในระหว่างวันหรือสัปดาห์
ระยะเวลาการระบุแหล่งที่มาตามลักษณะสินค้า 1 สัปดาห์สำหรับสินค้าที่ตัดสินใจซื้อได้เร็ว
และนานขึ้นไปสำหรับสินค้าที่ต้องใช้เวลาในการตัดสินใจมากขึ้น",0.0
233,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,เห็นด้วยกับการใช้ A/B ทดสอบโดยมันสามารถให้ผมลัพธ์ที่วัดเป็นตัวเลขได้ (ตัวแปรควบคุม),1.5
234,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรใช้การทดสอบ A/B จะทำให้เราได้ข้อสรุปว่าตำแหน่งการวางโฆษณาแบบใดมีประสิทธิภาพมากกว่ากัน,0.5
235,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"เหมาะกับการวัดปฏิสัมพันธ์กับผู้ใช้ในแต่ละครั้งที่ใช้งาน

ระยะเวลาที่มาขึ้นอยู่กับวงจรการใช้งานของผู้ใช้ Hamtube โดยต้องเพียงพอในการวัดผลในระยะยาว",0.0
236,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่าและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"สัดส่วน 50/50 ข้อดีคือข้อดีคือ
ข้อเสียคือ
สัดส่วน 80/20 ข้อดีคือเปอร์เซ็นต์ตำแหน่งใหม่ที่เปลี่ยนที่จะโชว์ให้ผู้ใช้น้อย
ข้อเสียคือ
ดังนั้นแบบสัดส่วน 80/20 เหมาะสมกับปัญหานี้มากกว่า 50/50 อาจส่งผลกระทบต่อตัวแพลตฟอร์มที่เปิดมาแล้วมากเกินไปความเสี่ยงน้อยกว่า",5.0
237,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,ถ้าตามที่กำหนดไว้ในคำตอบก่อนหน้า Bernoulli แทนแต่หากว่าปรับเป็นว่าเทียบจำนวนครั้งที่คนกดโฆษณากี่คนในกลุ่มตัวอย่าง (ความสำเร็จในการทดลอง Bernoulli อิสระ) ก็นับว่าได้เหมือนกัน,5.0
238,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"สัดส่วน 50/50 มีข้อดีตรงสามารถเก็บข้อมูลได้เร็วกว่า (b) ที่วางมียอดคลิกโฆษณาน้อย (a) ไป
สัดส่วน 80/20 มีข้อเสียที่เก็บข้อมูลได้ช้ากว่าเพราะสัดส่วนที่เห็นเพียง 20% ต้องใช้เวลาในการเก็บให้ได้ครบยอด (b) ที่เลือกไว้มียอดการคลิกโฆษณาน้อยกว่าแบบเดิมจะไม่ส่งผลกระทบกับยอดโดยรวมมากนัก

เลือกแบบ 80/20 เพราะความเสี่ยงที่น้อยกว่าเมื่อมองจากมุมมองของเจ้าของแพลตฟอร์มเพื่อให้เกิดผลกระทบน้อยที่สุดระยะเวลาการระบุแหล่งที่มาเพียง 1 วันดังนั้นการเก็บข้อมูลให้ถึงยอดที่ต้องการจึงไม่เสียเวลานานเท่าไหร่ดังนั้นการเก็บข้อมูลให้ถึงยอดที่ต้องการจึงไม่เสียเวลานานเท่าไหร่",5.0
239,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรใช้เพราะการทำ A/B ทดสอบทำให้สามารถแสดงถึงผลของการเปลี่ยนตำแหน่งการย้ายโฆษณาว่าจะเพิ่มยอดขายได้จริงหรือไม่ทดสอบยังเป็นสิ่งที่การทดสอบแบบง่ายและไม่ใช่ของใหม่ด้วย A/B จึงเหมาะสมการทดสอบจึงเหมาะสม,1.0
240,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,การทดสอบ A/B เป็นวิธีที่มีประสิทธิภาพในการทดสอบการเปลี่ยนแปลงหรือการปรับปรุงในแวดวงการตลาดและโฆษณาการทดสอบ A/B ในที่นี้เป็นการทดสอบการย้ายตำแหน่งของโฆษณาใน hamtube ว่าจะมีผลกระทบต่อยอดขายหรือไม่นอกจากจะช่วยลดความเสี่ยงแล้วยังช่วยให้ได้รู้ผลลัพธ์ของการเปลี่ยนแปลงแต่ละแบบอีกด้วยว่าจะมีผลกระทบต่อยอดขายหรือไม่,2.0
241,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity = จำนวนผู้ใช้ ID เพราะต้องการวัดจำนวนผู้ใช้งานที่เข้า hamtube พอเห็น ad แล้วคลิกไหม
ระยะเวลาการระบุแหล่งที่มา = 1 วันโฆษณาแล้วจะคลิกหรือไม่คลิกใช้เวลาตัดสินใจสั้น ๆ",5.0
242,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"สำหรับ A/B ทดสอบในการทดสอบตำแหน่งโฆษณาของ hamtube:
Granularity: ควรเลือก ""ระดับผู้ใช้"" หรือ ""ระดับเซสชัน"" ""ระดับผู้ใช้"" เหมาะสำหรับการติดตามพฤติกรรมระยะยาวขณะที่ ""ระดับเซสชัน"" เหมาะกับการวิเคราะห์พฤติกรรมในแต่ละเซสชั่น
ระยะเวลาที่มา: ระยะเวลา 7-14 วันช่วงเวลานี้ให้ข้อมูลที่ครอบคลุมแต่ไม่ยืดเยื้อจนเกินไป",0.0
